序号,园区名称,入驻企业,园区面积(亩),特色产业,园区位置,所属省,所属市,所属区县
877,梁杭共创产业园,14,46.7585,,上海市嘉定区金园三路223号西门,上海市,,嘉定区
878,上海白马人工智能产业园,22,46.74,人工智能,上海市松江区高技路226号,上海市,,松江区
879,新曹杨商务区,320,46.69,,上海市普陀区中江路868号,上海市,,普陀区
880,北虹桥时尚创意园,42,46.6605,时尚,上海市嘉定区江桥镇华江公路1078号,上海市,,嘉定区
881,空间188创意园,367,46.35,,上海市虹口区东江湾路188号,上海市,,虹口区
882,上海虹桥临空经济园区,4003,46.2486,,上海市长宁区协和路787号,上海市,,长宁区
883,仓加国际商务园,33,46.1765,,上海市青浦区华徐公路568号,上海市,,青浦区
884,禀量产业园,8,46.14,,外重阳公路与鹤国路交叉口西北80米,上海市,,青浦区
885,汉生科技产业园,95,46.04,,上海市闵行区沪闵路3888号,上海市,,闵行区
886,梅莲食品园区,56,45.94,食品,上海市闵行区颛桥镇莲花南路2399号,上海市,,闵行区
887,上海生阳商务园,2497,45.8705,,上海市奉贤区邬桥镇,上海市,,奉贤区
888,上海金陵金桥工业园区,33,45.87,工业园,上海市浦东新区金海路900号,上海市,,浦东新区
889,南桥镇江海经济园区,70,45.6066,,上海市奉贤区南桥镇南桥镇江海经济园区,上海市,,奉贤区
890,晨日科技创意园,29,45.5853,,上海市奉贤区张翁庙路525号,上海市,,奉贤区
891,林州工业园,27,45.3188,工业园,上海市浦东新区沪南公路4880弄-89号,上海市,,浦东新区
892,上海万和工业园区,619,45.2816,工业园,上海市奉贤区沪杭公路755,上海市,,奉贤区
893,彤晨产业园(兴文路),26,45.2779,,上海市嘉定区徐行镇嘉定工业区兴文路885号,上海市,,嘉定区
894,科邦工业园(茸北路),68,45.2746,工业园,上海市松江区茸北路333弄-1-10号,上海市,,松江区
895,豪威科技园区,11,45.26,,上海市浦东新区张江高科技园区上科路88号,上海市,,浦东新区
896,世茂经济城,4822,45.2,,新源路与曹安公路辅路交叉口北100米,上海市,,嘉定区
897,上海莘吴产业园,164,45.128,,上海市闵行区黎安路1187-1189号,上海市,,闵行区
898,森普工业园,44,45.0035,工业园,上海市浦东新区航头镇航都路25号,上海市,,浦东新区
899,幸福村工业园,5,44.9958,工业园,上海市嘉定区发祥路80号,上海市,,嘉定区
900,超煜809文创园,32,44.92,"文化,文化创意",上海市浦东新区曹路镇川沙路809号2F018室,上海市,,浦东新区
901,上海宏发工业园,45,44.8777,工业园,上海市嘉定区横仓公路2696附近,上海市,,嘉定区
902,歆翱创新园,46,44.8259,,上海市松江区新桥镇莘松路1398号,上海市,,松江区
903,火炬·莲花科创园,50,44.8,,上海市浦东新区纳贤路60弄,上海市,,浦东新区
904,波汇科技园,15,44.68,,中创路266号,上海市,,松江区
905,颂尧科创园松江分园,37,44.47,,上海市松江区新桥镇新润路489号,上海市,,松江区
906,一电集团工业园区,11,44.4134,工业园,上海市金山区鸿安路666号,上海市,,金山区
907,嘉定工业区高科技园区智能制造中心,68,44.4,,上海市嘉定区招贤路778号附近,上海市,,嘉定区
908,上海伟昊汽车文化创意产业园,129,44.3814,"汽车文化,文化,文化创意",上海市闵行区友东路237号,上海市,,闵行区
909,喜乐嘉工业园,27,44.3814,工业园,上海市松江区金都西路688号,上海市,,松江区
910,璀璟创业园,5,44.2545,,上海市松江区松江工业区申港路3699(北门),上海市,,松江区
911,桂果园,130,44.2131,,上海市徐汇区桂平路471号4幢附近,上海市,,徐汇区
912,上海花园坊节能环保产业园,153,44.203,"环保,节能",上海市虹口区花园路171号(近中山北一路),上海市,,虹口区
913,南桥镇光明科创经济园,1370,44.19,,万众路368号,上海市,,奉贤区
914,寰泰商务,149,44.17,,江月路1188号,上海市,,闵行区
915,王桥工业区,34,44.0587,,上海市浦东新区川沙路4169号大院内,上海市,,浦东新区
916,临港翔港科创园,55,44.05,,上海市浦东新区康桥路666号,上海市,,浦东新区
917,秀春工业小区,25,43.9446,,上海市松江区玉秀路389号,上海市,,松江区
918,众森物流园,5,43.8371,物流园,上海市青浦区崧辉路168号,上海市,,青浦区
919,上海科技京城,4049,43.79,,北京东路668号,上海市,,黄浦区
920,上海电子信息科技产业园,66,43.77,"电子,电子信息",上海市浦东新区秀浦路68号2号楼310室(上南路门进入),上海市,,浦东新区
921,上海经纬(集团)有限公司石龙路工业园区,64,43.7436,工业园,上海市徐汇区石龙路411弄之1-28号,上海市,,徐汇区
922,强强信息产业园,110,43.6473,,上海市嘉定区华亭镇华高路333号,上海市,,嘉定区
923,上海电影广场,98,43.62,影视,漕溪北路595号,上海市,,徐汇区
924,华芮产业园(蒲汇路),24,43.5569,,上海市松江区蒲汇路189号,上海市,,松江区
925,申江科创园,98,43.4948,,上海市浦东新区新场镇新浩路58号11栋,上海市,,浦东新区
926,上海嘉定工业区,127,43.42,,上海市嘉定区汇源路200号,上海市,,嘉定区
927,西虹桥同联创新产业园,146,43.4,,上海市青浦区徐祥路38号,上海市,,青浦区
928,临港松江新城(中山)科技园,43,43.37,,中辰路188号,上海市,,松江区
929,上科集团施耐德电气产业园,11,43.29,电气,上海市奉贤区奉浦大道1533号,上海市,,奉贤区
930,上海奉工综合经济园区(南桥路),507,43.1,,上海市奉贤区南桥路839号,上海市,,奉贤区
931,松再虹科创园,101,43.1,,新格路868号,上海市,,松江区
932,金山区廊下镇工业区,342,43.04,,亭卫公路与金山工业区大道交叉口东北200米,上海市,,金山区
933,华亨科技园,5,43.0375,,上海市青浦区崧辉路168号,上海市,,青浦区
934,漕河泾南桥欣创园,37,42.8547,,上海市奉贤区金海社区岚丰路850弄8号楼,上海市,,奉贤区
935,蓝鲨工业园,30,42.84,工业园,上海市嘉定区华博路666号,上海市,,嘉定区
936,大有风泽高科技产业园,32,42.83,,上海市金山区亭谊路168号,上海市,,金山区
937,景中生态科技园,64,42.8231,,上海市闵行区莲花南路双柏路1288号,上海市,,闵行区
938,金宝山园区,11,42.8209,,上海市松江区玉树路1805号,上海市,,松江区
939,璨坤集团产业园,49,42.65,,奉城镇南奉公路669号,上海市,,奉贤区
940,闻企园区,16,42.586,,上海市嘉定区江桥镇金园一路588号,上海市,,嘉定区
941,M50创意园(暂停营业),256,42.5856,,上海市普陀区莫干山路50号,上海市,,普陀区
942,兰宝科技园,13,42.554,,上海市奉贤区金汇工业园区金碧路228号,上海市,,奉贤区
943,亚芯科技园,28,42.5255,,上海市浦东新区祖冲之路2298号盛夏路399弄,上海市,,浦东新区
944,长视创业园,33,42.4809,,上海市松江区九亭镇伴亭东路288号1号楼,上海市,,松江区
945,F14工业园区,7,42.46,工业园,"上海市浦东新区富特中路299,311号",上海市,,浦东新区
946,中全研发园,12,42.3584,,上海市浦东新区金桥经济技术开发区建业路315弄5号,上海市,,浦东新区
947,炬锐智能包装产业园,21,42.32,包装印刷,上海市松江区胡甪路与文兵路交叉路口往南约50米,上海市,,松江区
948,梁杭智慧园,26,42.31,,上海市青浦区华徐公路3029弄5号,上海市,,青浦区
949,中色园区,403,42.26,,外高桥自由贸易区德堡路68号,上海市,,浦东新区
950,上海临港人工智能产业基地,225,42.26,人工智能,上海市浦东新区南汇新城镇同汇路168号,上海市,,浦东新区
951,浦江智汇创业园区,70,42.2435,,上海市浦东新区川沙路688号,上海市,,浦东新区
952,3131金沙创意园,10210,42.11,,上海市嘉定区金沙江路3131号(近丰庄西路),上海市,,嘉定区
953,鑫融文化创业园,34,42,文化,上海市浦东新区X575与王桥路交叉口东北方向60米,上海市,,浦东新区
954,上海国茸·浦江科创园,42,41.78,,上海市闵行区三鲁公路3398号,上海市,,闵行区
955,康桥国际物流中心,57,41.7421,物流园,上海市浦东新区康桥镇秀浦路3398号,上海市,,浦东新区
956,长江东海工业园区,16,41.7217,工业园,上海市嘉定区曹安公路4560号,上海市,,嘉定区
957,绿地创新产业中心,52,41.6771,,上海市宝山区大场镇沪太路2899弄,上海市,,宝山区
958,大虹桥国际,94,41.55,,黎安路999号(近中春路),上海市,,闵行区
959,欧洲中小企业产业园,3184,41.5422,,上海市奉贤区南桥镇芝江路258号,上海市,,奉贤区
960,杭州湾智集谷(绿地东海岸财富广场),96,41.53,,上海市金山区龙皓路2060号,上海市,,金山区
961,四季广场,96,41.45,,上海市杨浦区长阳路1568号,上海市,,杨浦区
962,森祥投资晟维商务园,18,41.4098,,上海市松江区泗泾望东中路99弄,上海市,,松江区
963,上海恒晟科技园,10,41.39,,昆港公路与思贤路交叉口西北220米,上海市,,松江区
964,南澳加科技园,10,41.3595,,上海市奉贤区大叶公路6999号,上海市,,奉贤区
965,峭迪智慧园,57,41.29,,上海市浦东新区航城七路805号,上海市,,浦东新区
966,高诚智谷园,33,41.2555,,上海市闵行区颛桥镇都庄路2388号,上海市,,闵行区
967,上海共发物流园,5,41.2227,物流园,上海市松江区新桥镇申港路2677号,上海市,,松江区
968,企福晟欧科技园,20,41.0623,,上海市松江区松江工业区申港路2317号,上海市,,松江区
969,G60倍增智慧产业园,24,41.0491,,上海市松江区鼎盛路855号,上海市,,松江区
970,远中产业园三期,133,41.04,,上海市徐汇区虹梅路2007号,上海市,,徐汇区
971,3938科创·文创产业园,56,41.03,"文化,文化创意",蕰川公路与春和路交叉口西北160米,上海市,,宝山区
972,898国际商务中心,25,41.01,,九亭镇九泾路898号,上海市,,松江区
973,爱尔企业园,13,41,,上海市金山区平业路155号,上海市,,金山区
974,长喜工业园区,16,40.97,工业园,徐行镇北和公路183号,上海市,,嘉定区
975,唐镇投资发展(集团)有限公司产业园,350,40.9049,,上海市浦东新区唐镇金丰路170号,上海市,,浦东新区
976,笔克创意园,19,40.8968,,上海市嘉定区曹安公路4499弄99号,上海市,,嘉定区
977,伊希斯园区,37,40.8716,,上海市宝山区富联一路,上海市,,宝山区
978,上海兵赐科技产业园,6,40.84,,上海市奉贤区扶港路801弄188号,上海市,,奉贤区
979,浦江智汇青创园,64,40.5773,,上海市浦东新区曹路镇川沙路688号,上海市,,浦东新区
980,上海新鸿都市型工业园区,96,40.563,工业园,上海市浦东新区高行镇东塘路654号,上海市,,浦东新区
981,长风企业中心,42,40.56,,泸定路276弄,上海市,,普陀区
982,繁荣工业园区,33,40.5344,工业园,上海市松江区洋河浜路1号,上海市,,松江区
983,蓝谷临港科技园,229,40.5,,上海市浦东新区南汇新城镇海基六路70弄,上海市,,浦东新区
984,虹桥叶迪商务园,259,40.4398,,上海市青浦区汇龙路695号,上海市,,青浦区
985,上海关港工业园区,207,40.4313,工业园,上海市徐汇区银都路218号,上海市,,徐汇区
986,沿南工业园区,51,40.3838,工业园,上海市浦东新区川周公路3239弄,上海市,,浦东新区
987,虹桥万创中心,88,40.33,,号景路与新龙路交叉口,上海市,,闵行区
988,超诚科技创意园,11,40.28,,上海市崇明区长兴岛兴灿路88号,上海市,,崇明区
989,幕天创智园,10,40.13,,金吉路738号,上海市,,浦东新区
990,上海湾区云谷(金山工商联大厦),11,40.06,,上海市金山区龙展路150号,上海市,,金山区
991,汤臣工业园区,46,40.0119,工业园,上海市浦东新区外高桥保税区华申路27号,上海市,,浦东新区
992,新漕河泾国际商务中心,334,39.98,,桂平路391号(近漕宝路),上海市,,徐汇区
993,铄洋集团工业园,348,39.97,工业园,上海市松江区小昆山镇镇中心路428号,上海市,,松江区
994,欣昆智慧科创园,7,39.9692,,上海市青浦区崧辉路100号,上海市,,青浦区
995,临港卓越科技园,32,39.94,,上海市松江区九新公路877号,上海市,,松江区
996,李子园·研发科技园,66,39.88,,上海市普陀区真南路822弄129号,上海市,,普陀区
997,体汇+合川小镇,13,39.82,特色小镇,上海市闵行区合川路3088号,上海市,,闵行区
998,长征金沙江工业园,62,39.74,工业园,上海市普陀区同普路1273弄,上海市,,普陀区
999,上海中慧宝工业厂房,18,39.727,,上海市浦东新区宏祥北路239号,上海市,,浦东新区
1000,虹漕园,186,39.706,,上海市徐汇区虹漕路421号,上海市,,徐汇区
1001,开伦·江南场,81,39.6915,,上海市普陀区光复西路1003号,上海市,,普陀区
1002,天纳创意产业园,488,39.6517,,上海市浦东新区周浦镇建韵路500号,上海市,,浦东新区
1003,金地威新闵行科创园(莘庄园),39,39.62,,上海市闵行区银都路4299号,上海市,,闵行区
1004,金宝创业园区,52,39.6142,,上海市崇明区城桥镇官山路199号,上海市,,崇明区
1005,浦东国际人才港,88,39.6137,,上海市浦东新区环科路999弄,上海市,,浦东新区
1006,上海西郊商务区A区,9397,39.51,,上海市嘉定区沙河路339号,上海市,,嘉定区
1007,金桥出口加工区20号(金藏路),154,39.37,,金藏路258号1号-5,上海市,,浦东新区
1008,上海境琦科创园区,39,39.289,,上海市青浦区华隆路1788号,上海市,,青浦区
1009,5G未来中心,20,39.24,,金海路1357号(金吉路地铁站4号口步行150米),上海市,,浦东新区
1010,8090青年创业基地(盈港东路）,471,39.23,,崧盈路与盈港东路交叉口西200米,上海市,,青浦区
1011,上海张江国家自主创新示范区嘉定园高科高新技术产业园,28,39.23,,上海市嘉定区嘉定工业区招贤路1181号张江高科技园区,上海市,,嘉定区
1012,百村创业园A区,1090,39.22,,上海市奉贤区金海社区望园路2066号,上海市,,奉贤区
1013,联东U谷上海松江新桥国际企业港,64,39.11,,新桥镇民益路1698号,上海市,,松江区
1014,联晟科创园,40,38.9952,,上海市闵行区沪闵路1871号,上海市,,闵行区
1015,钦江园,55,38.9907,,上海市徐汇区钦江路333号,上海市,,徐汇区
1016,原能细胞科创园(原能细胞产业园),135,38.9746,,上海市浦东新区张衡路1227号,上海市,,浦东新区
